url,label_in_file,occurrences_in_file,status,first_location,final_url,final_status,page_title,canonical,product_count,available_count,blog_article_links,blocked_by_robots,in_sitemap,in_homepage_menu,issue,suggested_url
https://www.alessandrodesign.ro/collections/baie,Baie,3,200,,https://www.alessandrodesign.ro/collections/baie,200,Obiecte sanitare pentru baie | Alessandro Design,https://www.alessandrodesign.ro/collections/baie,157,157,,False,True,True,,
https://www.alessandrodesign.ro/collections/baterii-baie,Baterii de baie,1,404,,https://www.alessandrodesign.ro/collections/baterii-baie,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/baterii-de-baie
https://www.alessandrodesign.ro/collections/baterii-baie-bucatarie,Baterii de baie și bucătărie,1,200,,https://www.alessandrodesign.ro/collections/baterii-baie-bucatarie,200,Baterii Chiuveta | Baterii baie si bucatarie – Alessandro Design,https://www.alessandrodesign.ro/collections/baterii-baie-bucatarie,98,98,,False,True,True,,
https://www.alessandrodesign.ro/collections/baterii-bucatarie,Baterii de bucătărie,1,404,,https://www.alessandrodesign.ro/collections/baterii-bucatarie,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/baterii-de-bucatarie
https://www.alessandrodesign.ro/collections/becuri,Becuri,1,200,,https://www.alessandrodesign.ro/collections/becuri,200,Becuri | Solutii eficiente pentru iluminat | Alessandro Design,https://www.alessandrodesign.ro/collections/becuri,26,20,,False,True,True,,
https://www.alessandrodesign.ro/collections/benzi-led,Benzi LED,1,200,,https://www.alessandrodesign.ro/collections/benzi-led,200,Benzi LED | Iluminat flexibil si eficient | Alessandro Design,https://www.alessandrodesign.ro/collections/benzi-led,12,8,,False,True,True,,
https://www.alessandrodesign.ro/collections/brazi-craciun,Brazi de Crăciun,1,404,,https://www.alessandrodesign.ro/collections/brazi-craciun,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/brad-de-craciun
https://www.alessandrodesign.ro/collections/cadite-dus,Cădițe de duș,1,404,,https://www.alessandrodesign.ro/collections/cadite-dus,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/cadite-de-dus
https://www.alessandrodesign.ro/collections/calorifer-electric,Calorifere electrice,1,404,,https://www.alessandrodesign.ro/collections/calorifer-electric,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/calorifel-electric
https://www.alessandrodesign.ro/collections/candelabre,Candelabre,1,200,,https://www.alessandrodesign.ro/collections/candelabre,200,Candelabre | Comanda online | Alessandro Design,https://www.alessandrodesign.ro/collections/candelabre,653,425,,False,True,True,,
https://www.alessandrodesign.ro/collections/candelabre-clasice,Candelabre clasice,1,200,,https://www.alessandrodesign.ro/collections/candelabre-clasice,200,Candelabre clasice | Lumina calda si eleganta | Alessandro Design,https://www.alessandrodesign.ro/collections/candelabre-clasice,30,17,,False,True,True,,
https://www.alessandrodesign.ro/collections/candelabre-cristal,Candelabre din cristal,1,200,,https://www.alessandrodesign.ro/collections/candelabre-cristal,200,Candelabre Cristal – Alessandro Design,https://www.alessandrodesign.ro/collections/candelabre-cristal,443,289,,False,True,True,,
https://www.alessandrodesign.ro/collections/candelabre-moderne,Candelabre moderne,1,200,,https://www.alessandrodesign.ro/collections/candelabre-moderne,200,Candelabre moderne | Design contemporan pentru orice spatiu | Alessandro Design,https://www.alessandrodesign.ro/collections/candelabre-moderne,62,31,,False,True,True,,
https://www.alessandrodesign.ro/collections/cazi-baie-freestanding,Căzi de baie freestanding,1,404,,https://www.alessandrodesign.ro/collections/cazi-baie-freestanding,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/cazi-de-baie-freestanding
https://www.alessandrodesign.ro/collections/chiuvete,Chiuvete,1,301,/collections/chiuvete-lavoare,https://www.alessandrodesign.ro/collections/chiuvete-lavoare,200,Chiuvete si lavoare moderne | Alessandro Design,https://www.alessandrodesign.ro/collections/chiuvete-lavoare,17,4,,False,False,False,first hop 301 -> /collections/chiuvete-lavoare (final 200 https://www.alessandrodesign.ro/collections/chiuvete-lavoare); canonical https://www.alessandrodesign.ro/collections/chiuvete-lavoare != listed URL,https://www.alessandrodesign.ro/collections/chiuvete-lavoare
https://www.alessandrodesign.ro/collections/coloane-baterii-dus,Coloane și baterii de duș,1,404,,https://www.alessandrodesign.ro/collections/coloane-baterii-dus,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/baterii-coloane-de-dus
https://www.alessandrodesign.ro/collections/copaci-artificiali,Copaci artificiali,1,404,,https://www.alessandrodesign.ro/collections/copaci-artificiali,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/copac-artificial
https://www.alessandrodesign.ro/collections/corpuri-de-iluminat,Corpuri de iluminat,2,200,,https://www.alessandrodesign.ro/collections/corpuri-de-iluminat,200,Corpuri de iluminat | Produse interior si exterior | Alessandro Design,https://www.alessandrodesign.ro/collections/corpuri-de-iluminat,750,747,,False,True,True,,
https://www.alessandrodesign.ro/collections/covoare-baie,Covoare de baie,1,200,,https://www.alessandrodesign.ro/collections/covoare-baie,200,Covoare Baie – Alessandro Design,https://www.alessandrodesign.ro/collections/covoare-baie,8,8,,False,True,True,,
https://www.alessandrodesign.ro/collections/decoratiuni-perete,Decorațiuni perete / Decorațiuni pentru perete,3,200,,https://www.alessandrodesign.ro/collections/decoratiuni-perete,200,Decoratiuni Perete – Alessandro Design,https://www.alessandrodesign.ro/collections/decoratiuni-perete,21,0,,False,True,True,all 21 products out of stock (0 available),
https://www.alessandrodesign.ro/collections/gazon-artificial,Gazon artificial,1,200,,https://www.alessandrodesign.ro/collections/gazon-artificial,200,Gazon Artificial – Alessandro Design,https://www.alessandrodesign.ro/collections/gazon-artificial,2,2,,False,True,True,,
https://www.alessandrodesign.ro/collections/ghirlande-artificiale,Ghirlande artificiale,1,200,,https://www.alessandrodesign.ro/collections/ghirlande-artificiale,200,Ghirlande Artificiale – Alessandro Design,https://www.alessandrodesign.ro/collections/ghirlande-artificiale,3,3,,False,True,True,,
https://www.alessandrodesign.ro/collections/ierburi-ornamentale-artificiale,Ierburi ornamentale artificiale,1,200,,https://www.alessandrodesign.ro/collections/ierburi-ornamentale-artificiale,200,Ierburi Ornamentale Artificiale – Alessandro Design,https://www.alessandrodesign.ro/collections/ierburi-ornamentale-artificiale,29,28,,False,True,True,,
https://www.alessandrodesign.ro/collections/iluminat-exterior,Iluminat exterior,2,404,,https://www.alessandrodesign.ro/collections/iluminat-exterior,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/iluminat-de-exterior
https://www.alessandrodesign.ro/collections/instalatii-exterior,Instalații de exterior,1,404,,https://www.alessandrodesign.ro/collections/instalatii-exterior,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/instalatii
https://www.alessandrodesign.ro/collections/lampadare-living,Lampadare pentru living,1,200,,https://www.alessandrodesign.ro/collections/lampadare-living,200,Lampadare Living – Alessandro Design,https://www.alessandrodesign.ro/collections/lampadare-living,18,7,,False,True,True,,
https://www.alessandrodesign.ro/collections/lustre,Lustre,1,301,https://www.alessandrodesign.ro/collections/candelabre,https://www.alessandrodesign.ro/collections/candelabre,200,Candelabre | Comanda online | Alessandro Design,https://www.alessandrodesign.ro/collections/candelabre,653,425,,False,False,False,first hop 301 -> https://www.alessandrodesign.ro/collections/candelabre (final 200 https://www.alessandrodesign.ro/collections/candelabre); canonical https://www.alessandrodesign.ro/collections/candelabre != listed URL; label 'Lustre' vs title 'Candelabre | Comanda online | Alessandro Design' (h1 'Candelabre') low match 0.00,https://www.alessandrodesign.ro/collections/candelabre
https://www.alessandrodesign.ro/collections/lustre-camera-copii,Lustre pentru camera copiilor,1,404,,https://www.alessandrodesign.ro/collections/lustre-camera-copii,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/lustre-camera-copiilor
https://www.alessandrodesign.ro/collections/lustre-industriale,Lustre industriale,1,404,,https://www.alessandrodesign.ro/collections/lustre-industriale,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/lustre-metalice
https://www.alessandrodesign.ro/collections/lustre-led,Lustre LED,2,200,,https://www.alessandrodesign.ro/collections/lustre-led,200,Lustre LED | Modele variate si accesibile | Alessandro Design,https://www.alessandrodesign.ro/collections/lustre-led,685,344,,False,True,True,,
https://www.alessandrodesign.ro/collections/lustre-moderne,Lustre moderne,1,200,,https://www.alessandrodesign.ro/collections/lustre-moderne,200,Lustre Moderne – Alessandro Design,https://www.alessandrodesign.ro/collections/lustre-moderne,126,57,,False,True,True,,
https://www.alessandrodesign.ro/collections/lustre-vintage,Lustre vintage,1,200,,https://www.alessandrodesign.ro/collections/lustre-vintage,200,Lustre vintage | Oferte pentru iubitorii de retro | Alessandro Design,https://www.alessandrodesign.ro/collections/lustre-vintage,92,50,,False,True,True,,
https://www.alessandrodesign.ro/collections/mobilier-baie,Mobilier de baie,1,200,,https://www.alessandrodesign.ro/collections/mobilier-baie,200,Mobilier baie | Design modern si functional | Alessandro Design,https://www.alessandrodesign.ro/collections/mobilier-baie,68,53,,False,True,True,,
https://www.alessandrodesign.ro/collections/oglinzi-led,Oglinzi LED,3,200,,https://www.alessandrodesign.ro/collections/oglinzi-led,200,Oglinzi LED | Oglinzi cu Iluminare LED | Alessandro Design,https://www.alessandrodesign.ro/collections/oglinzi-led,333,248,,False,True,True,,
https://www.alessandrodesign.ro/collections/oglinzi-led-by-marcello-funghi,Oglinzi LED by Marcello Funghi,1,200,,https://www.alessandrodesign.ro/collections/oglinzi-led-by-marcello-funghi,200,Oglinzi LED - by Marcello Funghi – Alessandro Design,https://www.alessandrodesign.ro/collections/oglinzi-led-by-marcello-funghi,131,90,,False,True,True,,
https://www.alessandrodesign.ro/collections/oglinzi-led-cu-dulap,Oglinzi LED cu dulap,1,200,,https://www.alessandrodesign.ro/collections/oglinzi-led-cu-dulap,200,Oglinzi LED cu Dulap – Alessandro Design,https://www.alessandrodesign.ro/collections/oglinzi-led-cu-dulap,13,9,,False,True,True,,
https://www.alessandrodesign.ro/collections/oglinzi-led-dressing,Oglinzi LED pentru dressing,1,200,,https://www.alessandrodesign.ro/collections/oglinzi-led-dressing,200,Oglinzi LED Dressing – Alessandro Design,https://www.alessandrodesign.ro/collections/oglinzi-led-dressing,8,5,,False,True,True,,
https://www.alessandrodesign.ro/collections/oglinzi-led-machiaj,Oglinzi LED pentru machiaj,1,200,,https://www.alessandrodesign.ro/collections/oglinzi-led-machiaj,200,Oglinzi LED Machiaj – Alessandro Design,https://www.alessandrodesign.ro/collections/oglinzi-led-machiaj,37,29,,False,True,True,,
https://www.alessandrodesign.ro/collections/oglinzi-led-multifunctionale,Oglinzi LED multifuncționale,1,301,/collections/oglinzi-baie-cu-led-si-dezaburire,https://www.alessandrodesign.ro/collections/oglinzi-baie-cu-led-si-dezaburire,200,Oglinzi LED Multifunctionale | Vezi ofertele | Alessandro Design,https://www.alessandrodesign.ro/collections/oglinzi-baie-cu-led-si-dezaburire,155,123,,False,False,False,first hop 301 -> /collections/oglinzi-baie-cu-led-si-dezaburire (final 200 https://www.alessandrodesign.ro/collections/oglinzi-baie-cu-led-si-dezaburire); canonical https://www.alessandrodesign.ro/collections/oglinzi-baie-cu-led-si-dezaburire != listed URL,https://www.alessandrodesign.ro/collections/oglinzi-baie-cu-led-si-dezaburire
https://www.alessandrodesign.ro/collections/oglinzi-led-standard,Oglinzi LED standard,1,404,,https://www.alessandrodesign.ro/collections/oglinzi-led-standard,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/oglinzi-led-simple
https://www.alessandrodesign.ro/collections/oglinzi-rotunde-baie,Oglinzi rotunde pentru baie,1,200,,https://www.alessandrodesign.ro/collections/oglinzi-rotunde-baie,200,Oglinzi Rotunde Baie – Alessandro Design,https://www.alessandrodesign.ro/collections/oglinzi-rotunde-baie,70,70,,False,True,True,,
https://www.alessandrodesign.ro/collections/panouri-artificiale,Panouri artificiale,1,404,,https://www.alessandrodesign.ro/collections/panouri-artificiale,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/panou-artificial
https://www.alessandrodesign.ro/collections/para-dus,Pară de duș,1,404,,https://www.alessandrodesign.ro/collections/para-dus,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/para-de-dus
https://www.alessandrodesign.ro/collections/paravane-dus-walk-in,Paravane de duș walk-in,1,404,,https://www.alessandrodesign.ro/collections/paravane-dus-walk-in,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/dus-walk-in
https://www.alessandrodesign.ro/collections/plafoniere-led,Plafoniere LED,2,301,https://www.alessandrodesign.ro/collections/plafoniere-led-1,https://www.alessandrodesign.ro/collections/plafoniere-led-1,200,Plafoniere LED | Gama variata de plafoniere | Alessandro Design,https://www.alessandrodesign.ro/collections/plafoniere-led-1,82,51,,False,False,False,first hop 301 -> https://www.alessandrodesign.ro/collections/plafoniere-led-1 (final 200 https://www.alessandrodesign.ro/collections/plafoniere-led-1); canonical https://www.alessandrodesign.ro/collections/plafoniere-led-1 != listed URL,https://www.alessandrodesign.ro/collections/plafoniere-led-1
https://www.alessandrodesign.ro/collections/plante-artificiale,Plante artificiale,3,200,,https://www.alessandrodesign.ro/collections/plante-artificiale,200,Plante Artificiale – Alessandro Design,https://www.alessandrodesign.ro/collections/plante-artificiale,181,140,,False,True,True,,
https://www.alessandrodesign.ro/collections/produse-led,Produse LED,2,200,,https://www.alessandrodesign.ro/collections/produse-led,200,Produse LED | Economie de energie si performanta | Alessandro Design,https://www.alessandrodesign.ro/collections/produse-led,46,46,,False,True,True,,
https://www.alessandrodesign.ro/collections/proiectoare-exterior,Proiectoare de exterior,1,404,,https://www.alessandrodesign.ro/collections/proiectoare-exterior,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/proiectoare-de-exterior
https://www.alessandrodesign.ro/collections/proiectoare-sina-magnetica,Proiectoare pe șină magnetică,1,200,,https://www.alessandrodesign.ro/collections/proiectoare-sina-magnetica,200,Proiectoare sina magnetica | Iluminat flexibil si profesional | Alessandro Design,https://www.alessandrodesign.ro/collections/proiectoare-sina-magnetica,16,14,,False,True,True,,
https://www.alessandrodesign.ro/collections/sifon-pardoseala,Sifoane de pardoseală,1,200,,https://www.alessandrodesign.ro/collections/sifon-pardoseala,200,Sifon Pardoseala – Alessandro Design,https://www.alessandrodesign.ro/collections/sifon-pardoseala,1,0,,False,True,True,all 1 products out of stock (0 available),
https://www.alessandrodesign.ro/collections/spoturi,Spoturi,1,200,,https://www.alessandrodesign.ro/collections/spoturi,200,Spoturi LED | Iluminat directional accesibil | Alessandro Design,https://www.alessandrodesign.ro/collections/spoturi,24,21,,False,True,True,,
https://www.alessandrodesign.ro/collections/tablouri-led,Tablouri LED,1,404,,https://www.alessandrodesign.ro/collections/tablouri-led,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/tablou-led
https://www.alessandrodesign.ro/collections/tablouri-sticla,Tablouri din sticlă,1,404,,https://www.alessandrodesign.ro/collections/tablouri-sticla,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/tablou-sticla
https://www.alessandrodesign.ro/collections/tufe-artificiale,Tufe artificiale,1,404,,https://www.alessandrodesign.ro/collections/tufe-artificiale,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/tufa-artificiala
https://www.alessandrodesign.ro/collections/uscatoare-maini,Uscătoare de mâini,1,404,,https://www.alessandrodesign.ro/collections/uscatoare-maini,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/collections/uscatoare-de-maini
https://www.alessandrodesign.ro/collections/veioze-dormitor,Veioze pentru dormitor,1,200,,https://www.alessandrodesign.ro/collections/veioze-dormitor,200,Veioze Dormitor – Alessandro Design,https://www.alessandrodesign.ro/collections/veioze-dormitor,21,17,,False,True,True,,
https://www.alessandrodesign.ro/collections/veioze-lampadare,Veioze și lampadare,1,200,,https://www.alessandrodesign.ro/collections/veioze-lampadare,200,Veioze si lampadare | Iluminat ambiental pentru orice camera | Alessandro Design,https://www.alessandrodesign.ro/collections/veioze-lampadare,53,35,,False,True,True,,
https://www.alessandrodesign.ro/pages/achizitii-publice-seap,Achiziții publice SEAP,1,200,,https://www.alessandrodesign.ro/pages/achizitii-publice-seap,200,Achizitii publice SEAP – Alessandro Design,https://www.alessandrodesign.ro/pages/achizitii-publice-seap,,,,False,True,False,,
https://www.alessandrodesign.ro/pages/colaborari,Parteneriate,1,404,,https://www.alessandrodesign.ro/pages/colaborari,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/pages/colaborari-marketing
https://www.alessandrodesign.ro/pages/colaborari-marketing,Colaborări de marketing,1,200,,https://www.alessandrodesign.ro/pages/colaborari-marketing,200,Colaborari marketing – Alessandro Design,https://www.alessandrodesign.ro/pages/colaborari-marketing,,,,False,True,True,,
https://www.alessandrodesign.ro/pages/comenzi-en-gross,Comenzi en-gros,1,404,,https://www.alessandrodesign.ro/pages/comenzi-en-gross,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/pages/comenzi-engross
https://www.alessandrodesign.ro/pages/companie,Despre companie,2,200,,https://www.alessandrodesign.ro/pages/companie,200,Companie – Alessandro Design,https://www.alessandrodesign.ro/pages/companie,,,,False,True,True,,
https://www.alessandrodesign.ro/pages/contact,Contact,3,200,,https://www.alessandrodesign.ro/pages/contact,200,Contact – Alessandro Design,https://www.alessandrodesign.ro/pages/contact,,,,False,True,True,,
https://www.alessandrodesign.ro/pages/dropshipping,Dropshipping,1,404,,https://www.alessandrodesign.ro/pages/dropshipping,404,404 negăsit – Alessandro Design,,,,,False,False,False,HTTP 404,https://www.alessandrodesign.ro/pages/dropshipment
https://www.alessandrodesign.ro/pages/pozele-clientilor,Pozele clienților,1,200,,https://www.alessandrodesign.ro/pages/pozele-clientilor,200,Pozele clientilor – Alessandro Design,https://www.alessandrodesign.ro/pages/pozele-clientilor,,,,False,True,True,,
https://www.alessandrodesign.ro/policies/cookie-policy,Politica de cookies,1,404,,https://www.alessandrodesign.ro/policies/cookie-policy,404,404 negăsit – Alessandro Design,,,,,True,,False,HTTP 404; blocked by robots.txt User-agent: * (Disallow: /policies/),
https://www.alessandrodesign.ro/policies/privacy-policy,Politica de confidențialitate,1,200,,https://www.alessandrodesign.ro/policies/privacy-policy,200,Politica de confidențialitate – Alessandro Design,https://www.alessandrodesign.ro/policies/privacy-policy,,,,True,,False,blocked by robots.txt User-agent: * (Disallow: /policies/),
https://www.alessandrodesign.ro/policies/shipping-policy,Politica de livrare,1,200,,https://www.alessandrodesign.ro/policies/shipping-policy,200,Politica de expediere – Alessandro Design,https://www.alessandrodesign.ro/policies/shipping-policy,,,,True,,False,blocked by robots.txt User-agent: * (Disallow: /policies/),
https://www.alessandrodesign.ro/policies/terms-of-service,Termeni și condiții,1,200,,https://www.alessandrodesign.ro/policies/terms-of-service,200,Termeni de utilizare – Alessandro Design,https://www.alessandrodesign.ro/policies/terms-of-service,,,,True,,False,blocked by robots.txt User-agent: * (Disallow: /policies/),
