audit_tab,link_type,hu_page,ro_url,anchor,ro_final_status,ro_final_url,hu_replacement,action
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/minden-amit-tudnod-kell-az-egeszsegugyi-akkumulatorokrol,https://www.alessandrodesign.ro/baterie-cada-inox-sus304-negru-ljs-223b.html,Rozsdamentes acél fürdőkád SUS304 Black LJS-223B,200,https://www.alessandrodesign.ro/products/baterie-perete-inox-sus304-negru-ljs-223b,https://www.alessandrodesign.hu/products/fali-csaptelep-sus304-rozsdamentes-acel-fekete-ljs-223b,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/minden-amit-tudnod-kell-az-egeszsegugyi-akkumulatorokrol,https://www.alessandrodesign.ro/baterie-cada-inox-sus304-satinat-n-ly0c4.html,Rozsdamentes acél fürdőkád SUS304 Satin N-LY0C4,200,https://www.alessandrodesign.ro/collections/baterii-de-baie,https://www.alessandrodesign.hu/collections/furdoszoba-csaptelepek,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/minden-amit-tudnod-kell-az-egeszsegugyi-akkumulatorokrol,https://www.alessandrodesign.ro/baterie-dus-cu-para-si-furtun-starke-alama-sanitara-bronz-antichizat-od-2043.html,Akkumulátor zuhany szabadsággal és tömlővel Starke-egészségügyi sárgaréz antik OD-2043,200,https://www.alessandrodesign.ro/products/baterie-dus-cu-para-si-furtun-alama-sanitara-bronz-antichizat-od-2043,https://www.alessandrodesign.hu/products/zuhanycsap-csovel-es-tomlovel-fem-antik-arany-od-2043,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/minden-amit-tudnod-kell-az-egeszsegugyi-akkumulatorokrol,https://www.alessandrodesign.ro/baterie-lavoar-aliaj-argintiu.html,Ezüstötvözet akkumulátormosó,200,https://www.alessandrodesign.ro/products/baterie-lavoar-korman-technik-pipa-pivotanta-lungime-15cm-cartus-ceramic-crom-racord-inclus,https://www.alessandrodesign.hu/products/mosogato-csaptelep-elforgathato-csaptelep-15-cm-hosszusag-keramia-patron-krom-csatlakozo-mellekelve,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/minden-amit-tudnod-kell-az-egeszsegugyi-akkumulatorokrol,https://www.alessandrodesign.ro/baterie-lavoar-cu-senzor-alama-sanitara-alb-rw-190wh.html,Akkumulátor fehér-90Wh fehér egészségügyi sárgaréz érzékelő akkumulátorral,200,https://www.alessandrodesign.ro/products/baterie-lavoar-cu-senzor-alama-sanitara-alb-rw-190wh,https://www.alessandrodesign.hu/products/mosogato-csaptelep-erzekelovel-sargarez-feher-rw-190wh,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/minden-amit-tudnod-kell-az-egeszsegugyi-akkumulatorokrol,https://www.alessandrodesign.ro/baterie-lavoar-cu-senzor-alama-sanitara-crom-rw-103.html,Akkumulátor Crome RW-103 egészségügyi sárgaréz érzékelővel,200,https://www.alessandrodesign.ro/products/baterie-lavoar-cu-senzor-alama-sanitara-crom-rw-103,https://www.alessandrodesign.hu/products/mosogato-csaptelep-erzekelovel-szaniter-sargarez-krom-rw-103,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/minden-amit-tudnod-kell-az-egeszsegugyi-akkumulatorokrol,https://www.alessandrodesign.ro/baterie-lavoar-inox-sus304-satinata-mp009.html,Lavoar starke akkumulátor sus304 szatén mp009,200,https://www.alessandrodesign.ro/products/baterie-lavoar-korman-technik-inox-sus304-satinat-mp009,https://www.alessandrodesign.hu/products/mosogato-csaptelep-rozsdamentes-acel-sus304-szaten-kivitel-mp009,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/minden-amit-tudnod-kell-az-egeszsegugyi-akkumulatorokrol,https://www.alessandrodesign.ro/baterie-lavoar-starke-alama-sanitara-negru-mat-od-2057.html,Akkumulátor washbasin starke fekete mat-2057,200,https://www.alessandrodesign.ro/collections/all,https://www.alessandrodesign.hu/collections/all,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/minden-amit-tudnod-kell-az-egeszsegugyi-akkumulatorokrol,https://www.alessandrodesign.ro/baterie-monocomanda-bucatarie-18cm-bm018.html,Konyhai monok és akkumulátor 18 cm BM018,200,https://www.alessandrodesign.ro/products/baterie-lavoar-korman-technik-pipa-pivotanta-lungime-18cm-cartus-ceramic-crom-racord-inclus,https://www.alessandrodesign.hu/products/mosogato-csaptelep-elforgathato-csaptelep-18cm-hosszusag-keramia-patron-krom-csatlakozo-mellekelve,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/minden-amit-tudnod-kell-az-egeszsegugyi-akkumulatorokrol,https://www.alessandrodesign.ro/baterie-pentru-cada-scurta-crompipa-rotativa-cd001.html,Akkumulátor rövid króm kádhoz/forgó csőhez CD001,200,https://www.alessandrodesign.ro/products/baterie-cada-korman-technik-para-dus-si-furtun-inclus-aliaj-cartus-ceramic-crom-cd001,https://www.alessandrodesign.hu/products/kadcsaptelep-zuhanyfej-es-tomlo-mellekelve-otvozet-keramiapatron-krom-cd001,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/minden-amit-tudnod-kell-az-egeszsegugyi-akkumulatorokrol,https://www.alessandrodesign.ro/baterie-tip-bideu-crompipa-rotativa-bd001.html,Bideu Chrome/forgócső BD001 akkumulátor,200,https://www.alessandrodesign.ro/products/baterie-bideu-crom-bd001,https://www.alessandrodesign.hu/products/bide-csaptelep-krom-bd001,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/hogyan-lehet-megfeleloen-felszerelni-a-furdo-akkumulatort-lepes-lepcso-utmutato,https://www.alessandrodesign.ro/baterii-sanitare,az egészségügyi akkumulátor,200,https://www.alessandrodesign.ro/collections/baterii-baie-bucatarie,https://www.alessandrodesign.hu/collections/furdoszoba-es-konyhai-csaptelepek,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/hogyan-lehet-hozzaferni-a-furdoszoba-stilusanak,https://www.alessandrodesign.ro/baterii-sanitare-de-baie,A Washbasin akkumulátor: a stílus és a hatékonyság keveréke,200,https://www.alessandrodesign.ro/collections/baterii-de-baie,https://www.alessandrodesign.hu/collections/furdoszoba-csaptelepek,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/hogyan-lehet-helyesen-telepiteni-egy-led-tukrot-a-furdoszobaba-hasznos-tippek-a-tokeletes-eredmeny-erdekeben,https://www.alessandrodesign.ro/benzi-led,LED zenekarok,200,https://www.alessandrodesign.ro/collections/benzi-led,https://www.alessandrodesign.hu/collections/led-szalagok,replace
301,Hyperlink,https://www.alessandrodesign.hu/pages/marketing-egyuttmukodes,https://www.alessandrodesign.ro/blog,Blogok,200,https://www.alessandrodesign.ro/blogs/news,https://www.alessandrodesign.hu/blogs/hir,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/hogyan-lehet-helyesen-megvilagitani-egy-nagy-szobat-a-csillarokkal,https://www.alessandrodesign.ro/blog/ce-inseamna-dimabil.html,Tompítható izzók,200,https://www.alessandrodesign.ro/blogs/news/corpurile-de-iluminat-dimabile-ce-sunt-si-cum-functioneaza,https://www.alessandrodesign.hu/blogs/hir/szabalyozhato-vilagitotestek-mik-ezek-es-hogyan-mukodnek,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/alkalmazas-rogzitese-lepesek-es-tippek-a-helyes-telepiteshez,https://www.alessandrodesign.ro/blog/ghid-montaj-produse.html,termékgyűjtő útmutató,200,https://www.alessandrodesign.ro/blogs/news/ghid-montaj-produse,https://www.alessandrodesign.hu/blogs/hir/termek-osszeszerelesi-utmutato,replace
301,Hyperlink,https://www.alessandrodesign.hu/pages/vissza,https://www.alessandrodesign.ro/blog/produse-neeligibile-pentru-retur.html,Link a teljes cikkhez,200,https://www.alessandrodesign.ro/blogs/news/retur-alessandro-design-ce-ar-trebui-sa-%C8%99ti%C8%9Bi,https://www.alessandrodesign.hu/blogs/hir/vissza-alessandro-design-amit-tudnia-kell,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/termekfogadas-utmutato,https://www.alessandrodesign.ro/blog/receptionarea-produselor-sparte.html,A törött termékek fogadása (alessandrodesign.ro),200,https://www.alessandrodesign.ro/blogs/news/recep%C8%9Bionarea-produselor-sparte,https://www.alessandrodesign.hu/blogs/hir/torott-termekek-fogadasa,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/hogyan-rendezzunk-be-egy-nyitott-teret-nappalival-es-etkezovel-praktikus-es-elegans-otletek,https://www.alessandrodesign.ro/blogs/news/amenajarea-bucatariei-idei-de-iluminat-si-organizare-eficienta-a-spatiului,konyha elrendezése,200,https://www.alessandrodesign.ro/blogs/news/amenajarea-bucatariei-idei-de-iluminat-si-organizare-eficienta-a-spatiului,https://www.alessandrodesign.hu/blogs/hir/konyhatervezes-vilagitasi-otletek-es-hatekony-terszervezes,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/kulteri-lampak-vs-belteri-fali-lampak-mik-a-lenyeges-kulonbsegek,https://www.alessandrodesign.ro/blogs/news/aplice-led-vs-aplice-cu-becuri-traditionale-ce-sa-alegi-nbsp,részletes elemzés,200,https://www.alessandrodesign.ro/blogs/news/aplice-led-vs-aplice-cu-becuri-traditionale-ce-sa-alegi-nbsp,https://www.alessandrodesign.hu/blogs/hir/led-es-lampak-es-hagyomanyos-izzos-fali-lampak-mit-valasszunk,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/mi-az-a-reteges-vilagitas-es-miert-hasznaljak-a-belsoepiteszek-minden-modern-projektben,https://www.alessandrodesign.ro/blogs/news/ce-este-cri-si-cum-te-ajuta-sa-alegi-iluminatul-ideal,"mi az a CRI, és hogyan segít az ideális világítás kiválasztásában",200,https://www.alessandrodesign.ro/blogs/news/ce-este-cri-si-cum-te-ajuta-sa-alegi-iluminatul-ideal,https://www.alessandrodesign.hu/blogs/hir/mi-az-a-cri-es-hogyan-segit-kivalasztani-az-idealis-vilagitast,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/cum-combini-mai-multe-surse-de-lumina-intr-o-camera,https://www.alessandrodesign.ro/blogs/news/ce-este-layered-lighting-design-interior,Iluminarea pe straturi,200,https://www.alessandrodesign.ro/blogs/news/ce-este-layered-lighting-design-interior,https://www.alessandrodesign.hu/blogs/hir/mi-az-a-reteges-vilagitas-es-miert-hasznaljak-a-belsoepiteszek-minden-modern-projektben,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/vilagitasi-trendek-2026-ban-milyen-vilagitotesteket-valasszunk,https://www.alessandrodesign.ro/blogs/news/cum-alegi-corpurile-de-iluminat-potrivite-pentru-fiecare-camera-ghid-complet,hogyan válasszuk ki a megfelelő világítótesteket minden helyiséghez,200,https://www.alessandrodesign.ro/blogs/news/cum-alegi-corpurile-de-iluminat-potrivite-pentru-fiecare-camera-ghid-complet,https://www.alessandrodesign.hu/blogs/hir/hogyan-valasszuk-ki-a-megfelelo-vilagitotestet-minden-helyiseghez-a-teljes-utmutato,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/hogyan-alakitsunk-at-egy-kis-studiot-modern-es-vilagos-terre,https://www.alessandrodesign.ro/blogs/news/cum-alegi-lustra-in-funcție-de-destinație,hogyan válasszuk ki a csillárt a rendeltetési helytől függően,200,https://www.alessandrodesign.ro/blogs/news/cum-alegi-lustra-in-funcție-de-destinație,https://www.alessandrodesign.hu/blogs/hir/hogyan-valasszuk-ki-a-csillart-a-rendeltetesi-hely-szerint,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/walk-in-furdoszoba-inspiracio-a-tiszta-pihenteto-es-modern-dizajnhoz,https://www.alessandrodesign.ro/blogs/news/cum-sa-amenajezi-o-baie-mica-trucuri-maximizare-spatiu,kis fürdőszobát rendezel be,200,https://www.alessandrodesign.ro/blogs/news/cum-sa-amenajezi-o-baie-mica-trucuri-maximizare-spatiu,https://www.alessandrodesign.hu/blogs/hir/hogyan-tervezzunk-egy-kis-furdoszobat-trukkok-a-hely-maximalizalasara,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/kandallos-nappali-kialakitasa-hogyan-hozzunk-letre-meleg-es-elegans-teret,https://www.alessandrodesign.ro/blogs/news/cum-sa-amenajezi-open-space-living-dining-idei-practice-elegante,nyitott terű nappali-étkező,200,https://www.alessandrodesign.ro/blogs/news/cum-sa-amenajezi-open-space-living-dining-idei-practice-elegante,https://www.alessandrodesign.hu/blogs/hir/hogyan-rendezzunk-be-egy-nyitott-teret-nappalival-es-etkezovel-praktikus-es-elegans-otletek,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/kandallos-nappali-kialakitasa-hogyan-hozzunk-letre-meleg-es-elegans-teret,https://www.alessandrodesign.ro/blogs/news/cum-sa-amenajezi-un-apartament-modern-idei-sfaturi-practice,hogyan kell berendezni egy modern lakást,200,https://www.alessandrodesign.ro/blogs/news/cum-sa-amenajezi-un-apartament-modern-idei-sfaturi-practice,https://www.alessandrodesign.hu/blogs/hir/hogyan-rendezzunk-be-egy-modern-lakast-otletek-es-gyakorlati-tanacsok,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/cum-combini-mai-multe-surse-de-lumina-intr-o-camera,https://www.alessandrodesign.ro/blogs/news/cum-sa-iti-alegi-lustra-in-functie-de-marimea-incaperii,cum să îți alegi lustra în funcție de mărimea încăperii,200,https://www.alessandrodesign.ro/blogs/news/cum-sa-iti-alegi-lustra-in-functie-de-marimea-incaperii,https://www.alessandrodesign.hu/blogs/hir/hogyan-valasszuk-ki-a-csillart-a-szoba-meretenek-megfeleloen,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/milyen-magassagban-van-felszerelve-a-csillar-gyakorlati-utmutato-minden-helyiseghez,https://www.alessandrodesign.ro/blogs/news/cum-se-monteaza-o-lustra,hogyan kell felszerelni egy csillárt,200,https://www.alessandrodesign.ro/blogs/news/cum-se-monteaza-o-lustra,https://www.alessandrodesign.hu/blogs/hir/hogyan-kell-felszerelni-egy-csillart,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/mi-a-fenyintenzitas-es-hogyan-befolyasolja-az-otthoni-vilagitast,https://www.alessandrodesign.ro/blogs/news/evoluția-corpurilor-de-iluminat,világítótestek fejlődése,200,https://www.alessandrodesign.ro/blogs/news/evoluția-corpurilor-de-iluminat,https://www.alessandrodesign.hu/blogs/hir/a-vilagitotestek-fejlodese,replace
301,Hyperlink,https://www.alessandrodesign.hu/pages/garancia,https://www.alessandrodesign.ro/blogs/news/garanție-noțiuni-generale,Olvassa el a teljes cikket!,200,https://www.alessandrodesign.ro/blogs/news/garanție-noțiuni-generale,https://www.alessandrodesign.hu/blogs/hir/altalanos-garancialis-feltetelek-1,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/amenajare-camera-fete-idei-moderne-luminoase-și-ușor-de-aplicat,https://www.alessandrodesign.ro/blogs/news/idei-amenajare-studio-de-make-up-acasa-idei-practice,îți amenajezi un studio de make-up acasă,200,https://www.alessandrodesign.ro/blogs/news/idei-amenajare-studio-de-make-up-acasa-idei-practice,https://www.alessandrodesign.hu/blogs/hir/hogyan-alakitsunk-ki-sminkstudiot-otthon-praktikus-otletek,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/cum-alegi-dimensiunea-potrivita-pentru-oglinda-din-baie,https://www.alessandrodesign.ro/blogs/news/idei-bai-mici-cu-cada-oglinzi-lumina,https://www.alessandrodesign.ro/blogs/news/idei-bai-mici-cu-cada-oglinzi-lumina,200,https://www.alessandrodesign.ro/blogs/news/idei-bai-mici-cu-cada-oglinzi-lumina,https://www.alessandrodesign.hu/blogs/hir/otletek-kis-kadas-furdoszobakhoz-hogyan-hasznaljunk-tukroket-es-fenyt-a-ter-megteremtesere,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/kulteri-lampak-vs-belteri-fali-lampak-mik-a-lenyeges-kulonbsegek,https://www.alessandrodesign.ro/blogs/news/lustre-vs-aplice-ce-alegem-pentru-fiecare-spatiu-din-casa,Csillárok vs. alkalmazni? Mit válasszunk a ház egyes helyeihez?,200,https://www.alessandrodesign.ro/blogs/news/lustre-vs-aplice-ce-alegem-pentru-fiecare-spatiu-din-casa,https://www.alessandrodesign.hu/blogs/hir/csillarok-vs-lampak-mit-valasztunk-a-haz-egyes-helyeire,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/walk-in-furdoszoba-inspiracio-a-tiszta-pihenteto-es-modern-dizajnhoz,https://www.alessandrodesign.ro/blogs/news/tot-ce-trebuie-sa-stii-despre-bateriile-sanitare,"minden, amit a szaniter csaptelepekről tudni kell",200,https://www.alessandrodesign.ro/blogs/news/tot-ce-trebuie-sa-stii-despre-bateriile-sanitare,https://www.alessandrodesign.hu/blogs/hir/minden-amit-az-egeszsegugyi-akkumulatorokrol-tudni-kell,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/hogyan-testreszabhatja-a-csillarjat-a-belsoepiteszeti-stilus-szerint-modern-vintage-industrial,https://www.alessandrodesign.ro/candelabre-clasice,Klasszikus csillárok,200,https://www.alessandrodesign.ro/collections/candelabre-clasice,https://www.alessandrodesign.hu/collections/klasszikus-csillarok,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/hogyan-testreszabhatja-a-csillarjat-a-belsoepiteszeti-stilus-szerint-modern-vintage-industrial,https://www.alessandrodesign.ro/candelabre-moderne,Modern csillárok,200,https://www.alessandrodesign.ro/collections/candelabre-moderne,https://www.alessandrodesign.hu/collections/modern-csillarok,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/az-ot-legfontosabb-vilagito-test-a-teremhez,https://www.alessandrodesign.ro/candelabru-alessandro-design-iustinian-9e27-s9001-63.html,csillár Justiniánus,200,https://www.alessandrodesign.ro/products/candelabru-cristal-versailles-magno-8xe14-diametru-60cm-negru-si-auriu-inaltime-reglabila,https://www.alessandrodesign.hu/products/versailles-magno-kristalycsillar-8xe14-atmero-60-cm-fekete-es-arany-allithato-magassagu,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/hogyan-valaszthatja-ki-a-csillarot-a-rendeltetesi-hely-szerint,https://www.alessandrodesign.ro/candelabru-alessandro-design-marseille-2236-5.html,,200,https://www.alessandrodesign.ro/collections/all,https://www.alessandrodesign.hu/collections/all,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/az-5-legfontosabb-vilagito-testet-az-elethez,https://www.alessandrodesign.ro/candelabru-arian-8e14-negru-metal-si-cristal.html,Arian csillár,200,https://www.alessandrodesign.ro/products/candelabru-cristal-arian-8x-e27-diametru-60cm-auriu,https://www.alessandrodesign.hu/products/arian-kristalycsillar-8x-e27-atmero-60cm-arany,replace
301,Hyperlink,https://www.alessandrodesign.hu/blogs/hir/az-5-legjobb-vilagitovilagito-test,https://www.alessandrodesign.ro/candelabru-led-cu-telecomanda-madox-3e27-transparent-metal-si-cristal-1.html,LED Madox csillár,200,https://www.alessandrodesign.ro/collections/lustre-led,https://www.alessandrodesign.hu/collections/led-csillarok,replace
301,Hyperlink,https://www.alessandrodesign.hu/collections/egyszeru-led-tukrok,https://www.alessandrodesign.ro/collections/accesorii-baie?_pos=3&_psq=baie&_ss=e&_v=1.0,Accesorii Baie,200,https://www.alessandrodesign.ro/collections/accesorii-baie?_pos=3&_psq=baie&_ss=e&_v=1.0,https://www.alessandrodesign.hu/collections/furdoszoba-kiegeszitok,replace
301,Hyperlink,https://www.alessandrodesign.hu/collections/furdoszoba,https://www.alessandrodesign.ro/collections/aplice-clasice?_pos=1&_psq=aplice+clasice&_ss=e&_v=1.0,Aplice Clasice,200,https://www.alessandrodesign.ro/collections/aplice-de-interior?_pos=1&_psq=aplice%20clasice&_ss=e&_v=1.0,https://www.alessandrodesign.hu/collections/belso-lampak,replace
301,Hyperlink,https://www.alessandrodesign.hu/collections/csillarok,https://www.alessandrodesign.ro/collections/aplice-clasice?_pos=1&_psq=clasi&_ss=e&_v=1.0,Aplice Clasice,200,https://www.alessandrodesign.ro/collections/aplice-de-interior?_pos=1&_psq=clasi&_ss=e&_v=1.0,https://www.alessandrodesign.hu/collections/belso-lampak,replace
